549	3018	497	2811	2888
4157	4766	3464	841	544
3732	4464	699	2207	4403
4384	3937	899	865	1115
566	4763	760	3466	4292
2276	4004	4222	3087	4674
1154	823	1465	3510	3234
4851	4454	1897	3960	4964
2363	7	4728	4259	2051
3443	1943	2003	1287	942
1413	3058	4720	785	4029
2940	1137	2584	2659	2327
2393	545	1817	1968	3567
554	2166	522	2007	2514
130	2268	2193	3139	83
2165	3727	4920	4171	3061
1823	2487	4664	4655	31
3021	3959	889	2900	3728
2151	654	2439	1211	1893
3062	2163	1698	4422	4388
4505	868	2522	2048	1310
1938	4676	4529	2630	364
492	4702	623	893	1143
1223	3182	672	340	1445
3624	666	4527	4508	3242
2593	2687	3329	1545	2580
4557	1465	671	2857	4456
1532	680	1104	685	3078
4100	1851	3746	4847	2927
473	4334	666	3987	3763
331	993	4741	54	3948
4803	2189	3778	1163	577
1628	1272	925	199	2878
2211	3022	4869	3370	1451
4748	4076	1368	1007	337
353	1121	272	1545	2716
1306	724	4482	3319	3204
1968	2851	4071	3950	1223
1225	1248	3942	10	3957
431	2727	1798	3759	288
1032	283	4200	2604	2818
2520	3594	1877	4053	3184
353	2745	4201	1901	1823
2205	3697	2714	73	957
3599	3863	363	4127	4920
998	3967	4437	4853	3183
637	511	1952	4802	3713
2890	1663	1297	2963	3025
1198	3858	1027	4281	3080
800	4984	1107	1914	3289
2692	449	906	3763	1913
291	1559	3189	1956	2669
3320	2790	4228	2945	512
42	4862	379	1628	4916
4252	1913	1962	3013	1288
4545	1417	3479	2343	1819
1455	2368	4881	2558	1262
2512	825	1653	1246	596
3886	2308	3213	2059	1179
4127	1093	2978	3405	896
4046	4363	1748	1281	558
1864	719	2712	2900	570
4487	976	3573	185	4498
804	2875	4748	1365	1177
4731	252	2154	512	1226
1811	382	3146	541	4626
710	4663	4865	1040	4430
4213	3430	1388	3393	3725
671	90	3307	2319	3925
2748	3490	214	4172	831
4327	2382	3886	4771	403
3173	4716	2312	3898	3395
1491	322	1820	935	768
4168	3960	1681	2607	376
3437	1211	3885	2291	3762
2543	814	3133	4227	4757
3539	3246	1950	3074	215
3475	2775	3554	421	2755
656	4278	1322	3965	4000
2765	3690	4680	2154	992
1291	1027	4020	2537	892
55	3533	3271	2840	3725
2322	2776	4147	2626	76
1032	4421	4978	750	4470
3800	3715	2996	202	3966
2501	1828	1242	3859	2732
4194	2522	497	2300	752
3123	3888	143	4383	3683
2169	4336	278	1076	1557
1814	3295	1387	4456	857
1553	548	256	5000	4031
478	4252	2427	1484	4433
3542	4186	3595	4481	228
3010	4927	723	2795	568
771	2548	3719	3350	574
80	3029	4102	760	1643
1772	2590	1787	552	1347
3063	4318	3067	507	809
2150	3769	3400	4507	3449
3104	3275	2016	1158	2630
2342	1788	2829	406	3700
1532	2401	4971	5000	2697
3673	1090	4919	3427	440
66	4685	2076	2340	4356
2362	4427	3364	1510	1563
246	1690	2144	139	171
3125	1520	682	1537	3447
1352	4561	4732	4073	4483
492	4825	2510	2999	2907
4907	4148	1293	2969	4911
4267	3660	72	1329	4538
1901	3384	1853	1870	1813
3753	4683	1633	83	3263
2410	3632	1304	3643	1228
4627	4512	2075	3089	2627
2207	1365	1488	3299	959
2765	142	4300	3960	984
2373	3671	2135	3525	4701
4738	2525	220	1288	4909
506	4005	4975	3171	4206
230	1145	113	4768	1797
1433	926	1415	4203	2329
2938	4514	298	4930	1551
2198	4209	3175	602	1461
4333	2158	3512	860	3549
1648	2438	3064	3044	384
322	555	1622	1364	2400
94	2077	891	1981	4609
2735	475	1118	1627	3308
395	1439	358	3639	98
1447	2936	2541	1891	4949
981	4026	1646	2501	4661
1640	3202	2859	4470	1634
4039	531	3385	2456	3506
2175	390	3588	2630	1218
2469	333	459	616	2452
3495	1295	2600	3668	2233
1821	1674	2791	1869	2580
2497	3368	3369	1061	2545
87	2929	3565	1248	2133
1773	1507	1902	2033	480
4060	4715	1979	3625	548
2333	681	3660	352	2419
1561	2489	2503	2290	2159
212	4926	2878	4912	215
273	721	1524	4207	1778
3234	3230	4752	3600	2343
3104	1573	4140	4604	708
2600	2253	1512	3440	2346
4102	252	1709	4793	4835
642	3030	3731	4979	1793
1557	713	2331	4659	1719
4542	229	66	3074	332
1002	1693	1219	2823	1324
2587	15	3997	2469	3251
386	1572	4033	1326	822
589	1738	2615	3102	775
3130	1982	3830	626	1001
4105	2745	2882	1786	3245
4560	4168	393	3634	4107
1508	1072	2723	667	330
3802	4071	4221	4090	330
2243	2874	4073	259	3843
1485	2100	1550	3215	1455
2763	2459	555	4666	1215
3780	3876	4705	1235	2948
4474	3984	1313	4708	1460
1879	4316	1662	75	2642
4036	1888	4619	372	3294
428	2944	4749	322	1438
1221	554	412	2640	3693
4576	2580	277	957	2011
2500	1964	4045	769	934
1062	1110	3808	4020	211
660	552	1498	895	2479
3033	2862	3169	804	512
1064	2743	4870	2570	1149
3317	2	1984	1451	3355
4712	645	1671	149	1166
3550	4756	4255	4615	1955
4454	515	4084	4583	4238
2719	986	1494	111	3586
1887	1464	698	3827	1140
4854	3375	4733	2170	779
2452	2166	4737	1245	2446
648	3608	2867	4250	2565
628	748	1933	4973	633
4733	4146	240	982	4930
2628	2852	2845	2361	2599
3737	1349	4600	950	2891
626	4025	1824	2128	4641
1782	1551	3633	716	946
865	4041	3186	3402	2518
1207	723	3922	3191	3276
2361	4299	3588	1303	430
2070	1004	3883	4382	1114
4118	1549	582	3269	3209
4300	3289	1022	3143	2396
2121	4797	511	1713	2941
3598	2069	2580	765	2438
1176	621	1548	3749	3071
1783	3952	2878	4939	3302
4212	2923	2942	297	3017
1332	4887	2962	672	1358
926	3879	911	3277	3105
1072	2347	485	4139	3568
892	634	1369	1948	2722
2407	1599	2547	879	4703
1347	3875	120	2595	2603
860	2059	4827	4380	2256
1700	2728	4861	3167	2360
831	76	4651	253	1410
3208	889	3532	898	3977
2617	1614	3921	3926	2961
3061	1252	4812	1446	4489
2340	2186	4122	704	2930
3024	954	4246	1553	2220
3401	9	4450	2094	595
1108	313	476	3597	3169
332	942	2697	566	927
4992	3548	771	4250	995
3122	2386	2343	3316	4792
28	2816	4197	455	4299
732	2748	4461	2799	891
4437	1810	4733	80	2562
1225	2305	4316	1069	1324
1036	4753	2478	3186	456
2198	4676	3530	2893	2166
2209	2371	1114	3601	3960
1198	2724	3455	1787	3808
2803	701	1653	6	4754
99	4957	3600	16	764
16	993	4006	3455	3851
867	2164	310	3228	4523
133	4658	3261	1185	4049
486	454	3263	3511	1730
1449	2114	3984	4889	3841
3709	1589	3472	4461	464
4057	459	977	2903	4810
4661	4831	4759	3629	1261
267	3185	4592	244	293
435	1014	3615	249	4680
4571	2791	4474	889	4994
3011	2574	125	1582	4435
2564	1748	2047	3292	620
1315	88	2496	4963	4010
302	2186	674	1860	1232
3242	4035	2325	4389	2882
2540	178	3917	1713	2687
1783	3308	2456	3516	1813
3412	2428	2055	63	4034
657	4938	2807	4512	2716
4106	567	577	3600	3530
3802	3197	1355	2594	1671
1041	4214	411	794	3666
3460	4316	2566	3731	1994
1841	1606	2120	3706	587
2620	1131	2273	1365	3194
473	4789	4629	3914	641
3576	4428	2887	2183	3426
2363	4587	122	971	3521
482	1743	4568	4580	281
444	1825	4123	1225	4879
1206	294	3171	3732	1563
815	1778	4573	67	3561
1303	3644	867	2797	634
4910	3877	4874	3698	2387
4250	2060	4611	3317	2917
461	2830	602	3931	2819
228	3953	4044	2074	2628
3059	3709	1054	675	4882
2986	1925	1052	171	525
977	2769	835	3837	2386
3774	781	3397	4276	2427
1336	1559	2289	1904	3868
2216	4351	2775	453	2862
4839	3369	1993	2686	2900
1776	389	4898	4911	2810
1983	2756	4706	278	4563
3608	82	3333	2603	428
1796	1918	1407	4173	2019
4020	3352	2940	3411	4505
3241	4065	3124	863	4762
2675	2899	3505	1322	3883
2428	2075	3318	3900	4350
4171	2642	368	815	503
6	3358	2072	3964	929
1944	1951	4453	1296	3807
1909	790	1762	377	803
2160	4107	3799	3502	1717
2229	2992	2556	4273	2376
3247	376	1575	3610	4853
1047	4502	3155	2386	155
152	4188	4079	23	3365
546	3016	4211	3821	1310
4541	1851	4183	1872	23
3449	4327	4624	2517	656
2811	3525	623	1478	2561
1824	2220	1714	3034	875
2061	665	2241	3362	4044
3226	4188	893	2256	4425
1364	3615	4227	817	220
1254	709	3877	4875	1029
4219	149	745	3267	2090
1825	2107	187	3992	3020
1359	1410	885	3196	3136
2530	3361	4611	2006	1190
2571	849	831	609	4415
1809	358	4077	1830	1306
3129	735	2466	845	3923
1896	4209	1726	561	4929
2693	544	3061	1137	520
1052	4481	2882	286	661
2906	2892	2307	2791	2881
2471	4917	2795	2151	2846
2626	497	3499	1413	4999
2960	770	2205	3491	555
2369	1215	3018	1866	1900
232	4339	1426	3745	4254
3357	4661	4601	2060	3201
1588	4458	1039	1917	2715
4506	730	215	1329	3351
4424	3395	2924	4487	4298
1267	199	3580	1234	4607
3318	1122	138	1789	3400
4345	4692	1261	64	1557
4803	4731	1504	4064	2450
1178	3672	28	4575	4112
2539	368	1020	1200	3717
1934	4891	1284	3020	1404
3755	4092	4228	4153	4599
3083	381	294	3847	578
2262	4399	1153	192	2589
2771	3442	162	1190	2691
381	3717	2423	4842	247
294	3109	4314	2394	2841
1551	4748	4695	2581	3131
2244	723	234	1991	3546
2598	3215	2275	1890	1506
3258	3460	4136	172	4114
1695	4382	276	385	2493
4868	3187	1775	1016	1861
3113	2308	698	2436	3591
4045	74	4971	3492	199
2043	4555	2576	2517	1404
128	122	1722	1904	1673
78	3766	3753	2517	396
2907	2446	916	2649	925
999	2805	2843	1394	1453
2502	4654	3259	3095	557
880	4551	1973	3303	3894
2574	1805	809	4635	643
3343	4615	3122	4140	3572
1904	1300	4999	450	1384
1509	1329	4737	3364	3712
1063	2159	4211	4831	4562
2365	153	4731	2575	3592
814	2604	2536	1748	2415
1060	1876	924	4893	2370
752	1754	420	1452	4738
566	2391	3324	1771	279
2298	4628	3519	1113	4450
2326	3116	3564	274	1731
450	4280	2945	2082	3245
1934	4431	1387	4607	3670
412	3330	611	4811	1051
1276	4242	4237	2930	4886
4313	3629	3070	2222	3568
4962	1784	4855	1745	4309
3950	48	4613	2893	1566
4195	684	2359	3686	1383
385	4220	3467	2159	1081
607	2668	399	4192	1222
2809	1922	2051	4886	768
586	4514	1629	3317	1452
484	1851	4382	4298	3254
170	3789	225	2835	3262
4512	488	50	938	1603
1036	2522	3910	4796	394
4624	867	2340	1653	4890
4372	229	4101	3515	1232
257	1118	4799	241	1690
2905	3625	4444	2481	153
1384	4902	4191	3703	2752
886	1086	350	3807	4475
2653	1624	1475	4672	3462
380	37	1822	2346	1160
2329	1043	3190	2048	1702
168	888	203	428	1974
2126	3997	3183	2441	2313
4419	4327	3515	1152	4891
1863	963	1601	4365	4626
2488	4476	4375	2163	4817
953	3766	2367	3309	3484
2951	1012	1111	924	2094
4470	4063	1231	1143	1314
1356	3379	1712	1793	2043
2506	3408	1875	4383	1180
2147	1743	3367	2330	3638
4	2016	3647	1431	2336
4389	489	2986	3181	4530
3236	390	2830	2013	1165
4361	2050	1508	2198	168
3375	1214	3081	330	1416
126	1265	2773	3092	4313
776	3085	3277	1696	4884
3169	2496	3806	3013	337
588	3059	1157	3084	2593
1804	4414	3285	1597	4457
2612	2489	3035	3268	662
875	1175	1927	3792	528
2466	3980	4181	4221	4764
2211	1839	4213	425	2266
41	1704	4488	4901	297
1354	2514	4858	2662	329
3373	2091	109	633	3053
4078	3098	4716	4168	28
3722	3688	1612	3794	861
2310	831	2436	2440	4744
3538	4081	4809	1730	3120
155	2490	1393	4405	3798
13	2541	4615	3645	1671
1686	28	2691	2292	3429
4110	4379	2491	4791	3071
3674	2598	646	4313	3701
4159	4903	4526	2614	1107
2896	4771	189	3425	1526
1667	2488	1217	1672	4027
2801	963	1051	4132	877
1197	1545	51	32	866
225	2790	2905	60	3481
2648	2894	2671	4978	1757
3988	1592	2782	3070	2352
2212	2764	3863	4069	4542
1515	1217	1792	2072	1422
4780	1059	861	1550	2702
4573	4708	3177	4960	3249
4782	2155	3734	3591	4004
1455	3022	3787	9	2184
2707	3588	307	1380	4238
1755	3143	4697	479	969
3381	3914	2072	4072	1273
1981	3811	1931	2687	432
3167	667	3837	4963	2303
4070	1332	490	3701	4382
303	3582	1986	4371	1653
964	3800	824	3292	4018
205	3681	3837	492	4167
1210	3109	4967	2652	4860
719	3261	3079	2692	1554
475	3019	4	3451	384
3849	155	3423	3877	642
4286	2584	4476	3785	4905
3376	51	317	2416	3628
1434	1176	1490	690	3970
3341	459	3135	1052	179
1543	2567	3411	1345	881
610	3181	4336	2783	3742
1846	335	4396	411	4027
2999	3167	1654	1674	3585
2388	3859	525	1122	120
2908	2801	120	3369	3605
3353	315	1877	693	2493
3615	2811	4053	1080	3909
1163	3433	3512	863	941
2028	1350	3676	3344	3547
1981	3005	3458	2312	1519
2421	1526	2678	4248	1630
1371	890	2337	723	1215
4280	1740	4517	1012	2466
3015	3476	1389	3146	3454
3256	3701	4051	3471	468
489	1718	2557	1662	2776
2225	654	192	3001	1532
1916	101	1064	647	1232
887	1756	3545	1423	1417
115	1629	388	600	4376
2382	1465	4056	3378	1322
2113	566	3792	4527	3476
4294	2715	2833	4455	2176
1577	4971	4171	4264	1540
929	2994	2781	2648	4802
2094	3897	3107	872	1226
138	3090	1654	4513	3401
2286	544	4348	3429	2773
2688	1146	3511	3234	3690
227	4938	4265	149	3812
4541	4987	130	3684	992
1835	1934	3820	3466	2708
2525	1444	1780	130	210
1462	833	1256	979	841
1388	2179	231	1888	4728
4272	3262	1521	3	4041
416	64	4089	1066	1712
700	2342	978	1930	1119
4700	2822	2410	853	1374
4943	4211	1529	4219	2997
4010	1720	1070	3190	3367
121	1479	3236	2007	673
3024	2952	2745	1611	2744
4149	3922	1164	1461	1390
4074	1918	4502	1465	275
3236	3515	4839	1352	468
2841	4414	4212	4235	4999
40	4779	1544	1667	3581
2137	3477	1733	3596	3339
2563	4814	1515	3084	1435
68	194	2852	2024	3339
2704	4185	2090	1797	4074
2693	2340	695	257	4087
831	4654	4392	2797	4919
3857	3864	3044	1224	4574
1262	3084	1243	3640	3865
2513	4497	404	3388	953
1364	1794	3455	4772	3764
203	901	204	1251	619
1442	1793	2783	4127	2990
1570	2622	4821	2378	3326
1069	3938	615	4507	3275
1409	2617	1090	1218	3109
2161	487	2643	4629	973
4218	155	1728	716	618
692	2661	1068	4355	2056
916	3015	688	362	4980
4109	1244	679	1067	4702
4780	3520	1834	3395	2887
2303	1665	3715	832	4309
168	3096	3272	4061	4692
616	3422	530	590	2575
1217	2820	4486	2151	3139
741	2666	4602	491	3255
1388	455	616	3306	3496
3613	3692	352	3753	3324
4948	669	3639	874	2672
247	2821	4265	4782	3097
2663	3353	4161	4741	113
3455	125	2652	2048	3637
984	3446	4642	4017	1022
2999	1841	1206	134	3626
2638	4551	2182	3100	3239
2677	4159	4544	1520	1671
1871	2933	2942	4201	2365
3857	1340	3977	1004	3548
3595	454	2515	496	4390
1916	2366	3027	1609	2805
1302	4181	373	2213	1091
2005	124	3873	508	146
1853	598	114	636	4690
3188	4030	4773	4510	1402
4752	2032	3772	3289	2798
3057	3866	151	71	1531
3626	3912	2391	182	4539
823	1164	2886	2976	2115
3376	1959	4227	3242	3364
2235	1855	751	3403	4217
1169	973	1737	1431	2346
2199	2123	1162	4298	4927
338	4293	58	758	2429
3779	3584	4651	4246	1597
4682	1236	1309	2335	3663
4011	3291	2771	1217	3470
136	378	4836	4324	3921
3456	3791	4449	1744	3200
3023	1598	1648	479	2307
2828	1341	1905	1654	1317
2749	1853	1203	1290	2469
3762	4112	2631	230	901
4861	4713	4393	364	694
1975	4495	2268	4539	2765
1775	2496	3283	428	610
3176	723	225	959	694
3602	4598	2297	2564	3707
643	4153	2932	2715	3432
2470	2288	174	784	1181
4291	3095	1990	4371	3298
1998	766	4761	2479	3096
793	255	1636	2925	1701
1220	4224	2853	1054	3011
273	2200	829	4390	2499
628	2474	811	3093	1661
481	2060	3410	3142	1484
4734	1614	3411	4395	448
1965	3408	518	3261	611
3318	2412	4442	4595	2479
3560	4862	1864	2355	373
2274	401	1670	327	1137
2256	458	1742	4018	4031
3239	4529	2169	1620	287
272	2318	1984	1587	1282
3491	352	1882	4949	1609
4452	4764	735	148	548
695	47	3076	4649	4818
2076	3256	4107	876	3839
4841	4245	2285	3210	3635
3519	3066	4551	258	3292
2209	901	4640	3211	2988
1680	3766	4885	1756	1130
126	3871	960	2651	1505
3749	2938	1643	2751	183
1886	4110	1808	4957	2302
1643	463	3235	3754	4350
2651	3070	2989	3413	2372
2052	4315	1348	1869	894
4177	1009	1181	2587	3737
929	2746	4882	3261	358
1682	2731	4993	3168	4994
3060	4226	160	990	789
1297	730	3525	1912	4444
883	3306	4552	751	2657
1127	1280	4601	581	3635
3611	1162	4228	1611	3703
3795	4864	889	518	1820
4039	3365	1261	1998	4801
1446	3923	2979	1568	4963
2860	2628	2811	4936	365
930	2360	2844	859	2798
153	2787	1569	1130	2888
4226	4590	21	290	718
2087	337	2707	350	4235
1102	1799	4009	3057	3889
3126	203	3683	4943	1191
4535	3437	499	4964	4696
1321	614	1897	2678	3473
4727	3273	3781	1563	584
1403	885	4841	954	4326
1308	2214	3438	413	2405
296	2481	3202	2593	2485
659	1581	43	4770	2404
450	4185	237	3358	546
4617	2588	4332	1724	4832
3350	4219	1065	1340	3056
1985	2312	605	138	3704
1039	2056	988	3717	2023
348	804	50	2584	852
699	684	3308	2711	4027
3435	4063	2772	3557	1842
1693	1661	4759	3322	2018
2973	3502	2732	3165	1476
1377	4437	3413	2245	4101
2805	2855	2250	3677	434
64	2026	707	4080	3469
3475	585	990	744	4467
3285	555	4281	3182	2762
4542	1737	4144	3972	1148
2696	639	1509	567	4120
4737	4461	626	4034	1387
2787	4221	1114	3746	4551
3707	4527	26	4257	464
3041	3765	3691	3953	2316
3775	4569	4367	137	3607
3706	3620	722	2983	1201
4424	3417	3668	4994	2487
3284	3630	208	2332	4872
1882	2139	4656	2432	1029
2750	4133	2602	2575	1503
2684	1279	4078	4437	4904
1136	2271	4735	3696	2621
4898	2962	4577	1812	2581
221	1793	2759	61	3509
4584	3986	2323	335	1949
3271	2436	4675	3291	1221
1432	3130	416	4588	4034
3301	763	427	1454	3204
3296	4719	1205	4495	429
2501	1586	574	3931	4047
4836	911	4224	4556	1147
3775	4684	1959	2760	4356
543	3675	1181	4903	2289
1726	736	3898	1794	2574
804	792	3342	388	1928
693	1077	3115	2646	2712
3387	87	4877	4801	4278
223	4194	1822	3115	2356
3994	2364	1508	935	3647
1427	2728	3639	4278	824
2102	2419	2789	10	4381
1428	3057	4497	579	2513
885	2422	4370	1690	97
643	3322	1220	1443	3413
2100	1401	976	38	2212
4436	3745	1341	3424	4697
1163	4629	166	276	2847
3675	4338	3325	4519	2231
906	2867	4095	758	3322
1525	2719	2947	3418	2121
1731	1013	60	758	3671
4599	1180	2399	3610	2653
1802	1876	4176	530	1499
4120	4736	1268	3336	1352
741	230	3512	112	727
4763	4355	3787	3806	3912
1641	3363	2529	620	4271
1280	163	4492	3869	2174
1701	4753	3196	4076	4602
3854	4733	1578	4055	3708
3322	785	4356	2852	4764
4620	1149	1436	2307	4886
2298	2534	2757	2297	1000
505	1897	3614	3131	224
3905	3608	827	296	2694
126	896	3203	4230	557
32	3111	4599	2517	3820
1081	1783	2630	4640	572
637	3913	3316	747	3398
2344	3753	2609	4053	4073
3676	4497	1961	2565	4097
4939	4047	3769	1148	2
2609	1518	2473	1910	1220
2786	1597	111	1273	2614
1459	2610	1951	4798	1543
4186	4041	3576	121	1482
4948	1534	3354	2963	3803
3562	2290	4183	4262	2612
3855	3634	3373	1306	4369
4065	4517	457	3241	1144
2451	2681	4282	4856	1916
3814	4400	3500	3450	1223
960	1416	1656	1596	3835
674	1981	4788	2302	4779
3067	787	4263	1488	984
4491	4389	3480	1796	490
3264	44	3316	3781	4639
311	234	2023	2277	2486
4876	3081	3756	1534	4903
1485	2940	3703	2019	233
1272	4662	3954	52	2471
1713	118	70	2597	2296
4137	3720	2387	3305	3857
3017	3537	752	1780	2382
1964	1835	1363	684	4148
4136	2145	1136	4472	3828
951	1493	53	951	4865
2552	2877	1946	4543	618
3569	2418	3886	1554	1041
3495	1580	482	4489	2134
2019	693	859	3387	2058
4325	4102	3124	3557	43
4848	4365	2990	490	4186
4442	1963	2560	4158	307
1506	2816	1834	1427	1892
4783	3287	4983	4190	3859
2225	1142	304	1519	1146
288	909	513	1806	1431
2253	4449	4731	3384	816
385	3127	1159	1851	393
4699	747	1456	2633	602
408	2142	244	1923	1197
112	1683	3278	3671	3246
3969	4423	3142	1085	3338
2288	3755	4844	2537	707
2069	4504	2792	1721	3103
619	4786	2006	2070	4758
2996	4713	3353	1467	643
4193	4585	3114	35	426
9	3003	1413	1821	4087
1207	4164	4997	1019	1529
1593	4506	4473	1421	3863
2445	37	2295	67	2029
1947	1025	97	1323	3489
3342	1105	3962	3129	3168
1105	2011	3873	1123	3687
2428	4997	3169	129	2959
317	729	434	1881	4371
2252	627	1534	1797	2722
1595	2464	3983	477	4443
27	637	869	4523	694
1663	2386	27	2501	2702
4653	2300	3764	1393	1633
3146	54	316	1060	4725
1421	1871	3638	3539	1890
986	1274	3097	3155	929
359	4101	2192	2134	4621
2565	2324	1429	2220	30
3344	18	1106	1444	1954
1171	2445	3815	2074	1881
1850	3637	108	1081	4116
809	549	679	4405	4291
3708	780	3640	1350	2247
129	4149	2811	3277	35
1931	382	4414	1115	2099
108	2947	2324	81	792
1494	4601	2994	3315	3611
1235	1590	623	3548	2780
2094	1754	682	2574	2098
4715	1512	3192	513	1242
1522	1659	3594	3824	1429
3656	1651	3067	2813	1058
4217	1382	1719	401	1215
1529	4116	3205	3782	2416
2422	4393	4299	429	2684
1307	1641	4064	3647	2607
4246	2948	1476	2386	4625
743	4284	2258	2816	213
642	3191	4386	1199	1287
2201	2253	1606	2486	1338
2475	4424	1700	148	1690
4876	1466	4622	1163	3167
3569	4371	2946	1603	4370
3356	4204	3442	3336	3344
108	1829	4980	783	4886
3739	365	4716	1957	2480
87	4119	799	1084	2120
1507	1142	2163	2100	3109
75	990	3748	3410	983
1332	2244	2286	1243	2027
4630	3680	3350	4203	646
2315	1120	1114	272	3639
4243	3740	3909	3592	4833
4849	2903	1880	4248	31
359	3360	261	2420	3075
2377	272	1569	4617	1
4264	4090	653	3331	1859
3067	3320	2533	61	4622
4726	2726	3465	2371	4691
3615	4821	1469	1317	2850
4610	1771	1903	4281	3926
1995	735	3742	2981	902
3770	2267	2912	4487	1701
478	3892	4492	4677	2813
1561	1351	1667	2553	4319
3667	1499	1929	3261	4007
451	776	2712	3795	922
1499	3136	1686	1063	27
2261	2689	1314	4406	4019
1725	4477	377	2009	3612
3629	1508	3451	4557	1522
3388	925	592	1510	3899
497	1733	989	4188	3954
3000	2851	484	1667	1431
1437	3698	4526	4054	2259
355	4488	1715	1373	3913
1130	2665	666	1568	4323
2647	760	3705	69	3722
3674	2967	2053	139	261
4564	73	2575	1994	3000
1493	1392	2950	4582	2948
3463	1664	2622	2065	3587
181	3134	2014	1791	1753
3730	2726	605	920	1629
944	3676	813	320	4231
418	70	4789	4459	4698
4330	431	2428	2806	3303
165	2012	2556	175	2216
4464	3865	2778	1175	914
2444	1080	4572	4788	4711
1711	2788	2702	4480	3286
3735	4646	1830	2089	1524
1766	18	979	3647	557
1816	2812	463	2206	2574
1922	4092	2074	3863	1203
3676	2948	3493	3932	4234
746	3662	848	3153	674
2369	824	796	4249	4271
4487	2803	645	3530	4765
4210	1419	1690	1032	3305
3895	549	2906	1953	2927
1039	342	3824	1051	949
1218	3291	900	1752	1776
847	3023	2837	1054	176
1902	858	1335	1755	4188
1605	4240	162	4861	4794
2388	3935	4785	4778	1308
3240	2177	4367	3468	1201
3968	3204	4151	2182	3436
645	4155	1396	4621	2149
3635	2996	3147	436	426
2451	524	4590	3289	1060
2508	3474	3813	1588	1104
3807	498	4148	3177	1609
1713	2991	3110	2051	1267
1530	1992	484	4133	4216
1647	1181	25	3887	2410
4011	4012	1145	2734	2567
2036	3669	4581	3016	3592
1814	4946	813	1227	1278
2077	3487	2281	2257	118
1138	1314	17	2277	4035
4591	2255	3899	3955	1666
3437	983	88	2170	303
1578	530	3086	3719	4111
2489	1435	1877	2542	1060
2235	2620	4916	532	518
4606	3507	4450	4193	4109
2512	2803	4225	146	883
1469	956	1502	1510	3037
4196	149	2090	4946	2843
123	4070	688	3117	3901
2647	3312	2894	1589	1424
4785	4418	3542	2693	4947
2732	1940	3925	4121	3682
4287	704	855	2048	1338
1658	63	645	3072	239
3558	4829	4818	68	868
4926	1532	1034	2825	4743
1239	4332	1106	3028	4002
840	2365	2662	4162	3599
1449	4672	217	2701	4419
444	1187	978	1915	1143
2286	191	3751	4673	925
2819	1860	2507	4786	4284
3992	2699	3042	3055	3228
1405	2350	792	950	1901
1517	2944	2905	922	3088
4276	868	4681	4384	4419
2945	3012	1448	553	3915
2731	4187	4705	4240	876
2486	755	452	1833	2962
4353	789	934	103	2966
4537	860	4896	4251	3885
3243	1160	901	2235	4244
1560	3973	1887	633	2752
2471	3302	4325	4893	419
4876	924	80	171	2266
1693	133	1810	925	3394
4151	1452	4222	3909	773
196	4322	4297	72	1753
3448	956	1495	392	4020
683	1702	4502	3912	4900
1607	4169	890	2336	2488
